Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
084-116-374-102-485,Contemporary art in Thailand,,1960,book,,,,,Silpa Bhirasri,,,,,,Art; Visual arts; Contemporary art,,,,,http://ci.nii.ac.jp/ncid/BA49298079,http://ci.nii.ac.jp/ncid/BA49298079,,,1557698043,,0,,0,false,,
084-343-961-595-296,The Psychology of Contemporary Art,2013-10-10,2013,book,,,,,Gregory Minissale,"While recent studies in neuroscience and psychology have shed light on our sensory and perceptual experiences of art, they have yet to explain how contemporary art downplays perceptual responses and, instead, encourages conceptual thought. The Psychology of Contemporary Art brings together the most important developments in recent scientific research on visual perception and cognition and applies the results of empirical experiments to analyses of contemporary artworks not normally addressed by psychological studies. The author explains, in simple terms, how neuroaesthetics, embodiment, metaphor, conceptual blending, situated cognition and extended mind offer fresh perspectives on specific contemporary artworks - including those of Marina Abramovic, Francis Alys, Martin Creed, Tracey Emin, Felix Gonzales-Torres, Marcus Harvey, Mona Hatoum, Thomas Hirschorn, Gabriel Orozco, Marc Quinn and Cindy Sherman. This book will appeal to psychologists, cognitive scientists, artists and art historians, as well as those interested in a deeper understanding of contemporary art.",,,,,Aesthetics; Art; Conceptual blending; Critical psychology; Perception; Metaphor; Arts in education; Situated cognition; Art methodology; Contemporary art,,,,,https://www.amazon.com/Psychology-Contemporary-Art-Gregory-Minissale-ebook/dp/B00EZ3VHU0 https://www.goodreads.com/work/editions/25284154-the-psychology-of-contemporary-art https://ci.nii.ac.jp/ncid/BB15829397 https://www.cambridge.org/core/books/psychology-of-contemporary-art/B11D50DB121536607C0EC435632B7550,https://www.amazon.com/Psychology-Contemporary-Art-Gregory-Minissale-ebook/dp/B00EZ3VHU0,,,586272595,,0,000-414-757-800-318; 000-936-447-394-228; 000-958-911-715-409; 001-137-869-000-992; 001-338-450-163-611; 001-369-614-857-276; 001-414-063-744-530; 001-540-634-570-157; 001-603-280-367-586; 001-659-646-736-044; 002-146-373-885-951; 002-333-065-593-440; 003-036-271-100-032; 003-374-554-366-756; 003-733-252-996-439; 003-808-683-818-910; 004-118-617-941-230; 004-467-353-248-170; 004-929-574-494-088; 005-054-002-788-029; 005-077-599-978-061; 005-239-617-528-259; 005-317-661-458-340; 005-398-344-414-149; 007-568-364-124-167; 007-677-217-960-678; 008-023-934-927-401; 008-298-659-160-148; 008-893-829-817-592; 009-409-802-525-812; 009-506-846-459-92X; 009-729-209-426-98X; 010-578-404-643-330; 010-788-117-531-630; 010-819-003-636-951; 010-853-367-817-373; 010-994-252-466-015; 011-105-691-077-269; 011-445-621-226-362; 011-772-943-831-467; 011-917-089-852-027; 012-789-070-358-144; 013-522-150-311-980; 013-900-543-260-091; 014-337-407-668-857; 014-411-819-029-843; 014-740-038-796-297; 014-979-463-580-205; 015-717-027-210-626; 015-847-751-458-679; 017-068-015-271-996; 017-134-509-388-417; 017-226-645-020-578; 018-020-426-532-170; 018-496-199-123-388; 018-596-328-761-764; 018-766-556-286-546; 019-021-626-853-439; 019-080-831-514-399; 019-252-359-408-944; 019-329-813-726-700; 019-789-197-256-713; 019-907-085-939-215; 020-827-966-524-12X; 020-842-212-540-647; 021-090-900-455-697; 021-291-791-673-935; 022-060-073-421-264; 022-535-998-096-017; 022-654-191-976-744; 022-746-737-017-94X; 022-941-404-601-068; 023-211-156-419-268; 023-314-592-341-69X; 023-664-006-861-925; 023-699-297-636-356; 024-102-498-441-928; 024-126-217-111-735; 024-330-112-248-629; 024-808-685-965-262; 024-901-183-513-422; 025-902-939-513-07X; 026-686-423-657-104; 027-198-651-120-804; 027-393-026-617-827; 027-846-890-041-014; 028-681-351-291-245; 028-718-150-689-501; 028-912-267-057-021; 028-994-860-980-820; 029-994-240-930-319; 030-320-591-587-57X; 031-335-589-228-509; 032-031-717-495-93X; 032-140-811-764-529; 032-175-469-736-775; 032-905-737-545-046; 033-323-733-540-615; 034-207-635-345-478; 034-277-227-046-413; 034-551-615-043-90X; 034-986-154-826-698; 035-500-313-204-153; 036-018-967-090-600; 036-280-521-694-091; 036-400-991-401-031; 036-967-985-327-442; 037-044-342-896-87X; 037-443-320-430-313; 037-897-384-277-078; 039-203-216-208-587; 040-136-360-076-265; 040-296-534-636-596; 041-802-482-370-196; 043-032-811-456-164; 043-680-131-350-273; 043-742-828-149-87X; 044-111-730-552-463; 044-814-677-748-598; 044-928-409-641-562; 044-979-616-078-573; 045-088-724-299-856; 045-534-956-115-136; 046-347-835-603-400; 046-837-635-320-256; 048-049-090-195-031; 048-299-438-583-441; 049-671-342-134-080; 050-162-888-438-158; 050-460-786-211-898; 051-473-924-738-436; 052-042-701-176-044; 053-904-606-498-371; 054-328-334-988-636; 054-485-343-553-65X; 054-630-493-941-883; 056-252-001-604-344; 056-901-964-172-422; 057-288-951-379-719; 057-302-845-463-43X; 058-249-866-903-306; 058-574-069-805-825; 059-103-794-409-951; 059-379-935-890-804; 059-471-244-429-180; 061-433-872-905-71X; 061-841-186-769-458; 062-138-679-108-852; 062-178-697-469-13X; 062-296-170-082-796; 062-659-129-093-223; 062-930-196-924-731; 063-142-220-065-391; 063-661-415-862-053; 064-367-284-004-102; 065-022-646-526-817; 065-227-087-187-108; 065-246-500-720-775; 065-326-139-529-442; 066-928-144-312-787; 068-408-614-456-288; 068-501-628-799-915; 070-792-735-630-183; 071-951-384-897-856; 074-047-951-883-05X; 077-325-585-650-104; 078-038-178-830-401; 078-374-305-254-615; 078-612-830-950-759; 079-182-456-593-307; 079-519-435-530-543; 079-808-056-225-582; 080-560-642-674-240; 080-979-120-569-26X; 082-957-456-794-634; 085-975-778-702-85X; 086-762-333-493-503; 086-777-788-006-160; 088-467-480-843-05X; 088-890-260-658-459; 090-232-863-641-469; 090-461-561-426-201; 091-473-199-745-625; 091-775-499-386-509; 092-038-388-842-168; 093-094-414-808-653; 096-603-321-585-093; 097-424-710-435-753; 098-405-903-814-824; 099-257-558-904-849; 099-481-425-196-769; 100-186-046-156-857; 100-453-781-794-939; 101-197-060-178-892; 101-898-114-931-459; 102-555-702-781-751; 104-466-931-411-074; 105-235-572-077-155; 105-437-515-000-050; 106-136-150-635-818; 106-569-392-851-39X; 108-105-951-583-158; 109-613-220-715-302; 110-174-001-002-912; 110-440-548-577-663; 110-480-852-709-639; 110-541-661-636-998; 111-271-016-651-094; 112-076-775-453-497; 113-776-905-578-364; 114-011-293-729-556; 114-785-331-529-280; 115-936-538-197-81X; 116-015-198-358-751; 116-748-903-922-484; 116-801-715-850-954; 117-906-649-119-107; 119-946-666-177-770; 120-829-228-816-379; 120-871-300-168-775; 123-242-982-540-112; 123-520-020-752-55X; 124-115-789-472-810; 124-309-904-670-683; 124-987-108-022-653; 125-167-273-250-265; 125-244-601-747-075; 126-087-683-660-546; 127-686-407-880-957; 127-718-037-793-816; 127-918-822-577-576; 129-452-469-518-030; 130-473-902-396-520; 130-590-064-860-795; 131-926-235-720-213; 132-526-980-994-832; 132-734-012-575-637; 132-865-428-454-812; 134-702-806-099-587; 135-695-423-063-257; 136-798-022-026-015; 137-203-703-368-134; 138-370-126-454-693; 138-859-950-843-068; 139-635-993-129-175; 140-269-855-065-626; 140-829-938-293-352; 140-900-420-780-710; 140-905-460-246-953; 141-692-756-193-299; 143-395-708-265-931; 144-979-621-896-867; 149-591-825-951-400; 150-664-354-631-16X; 151-201-219-956-274; 151-895-257-464-093; 153-441-975-348-173; 154-481-314-865-520; 154-889-770-562-40X; 155-014-170-411-506; 155-219-342-663-670; 155-364-128-830-811; 162-727-266-500-232; 167-739-089-111-278; 168-026-574-016-115; 168-396-820-194-67X; 171-960-963-353-087; 175-590-780-556-789; 179-579-854-213-497; 179-900-578-329-300; 185-824-351-940-995; 187-115-557-485-044; 189-440-687-188-445; 190-975-579-151-06X; 195-680-298-359-458; 195-772-152-326-950; 196-432-866-891-404; 198-492-102-288-821; 198-781-313-285-189,10,false,,
084-414-856-561-479,Caribbean contemporary art,2024-10-21,2024,book chapter,Global Art Markets,,Routledge,,Carlos Garrido Castellano,"This chapter examines the ways in which contemporary Caribbean addressed global processes of marketisation and cultural exchange over the last decades. The aim is to explore the inclusion of art from the region within global art circuits, exploring the establishment of regional networks of creation and distribution and the configuration of alternative institutional platforms for the circulation and consumption of artistic and visual projects. Ultimately, this chapter positions the Caribbean at the centre of global artistic exchanges, thus challenging Western-centred and Eurocentric understandings of artistic ecosystems and advancing a materialist and postcolonial-infused paradigm for the study of the economics of artistic production.",,,103,110,Geography; Visual arts; Art,,,,,,http://dx.doi.org/10.4324/9781003400868-11,,10.4324/9781003400868-11,,,0,,0,false,,
085-115-385-834-050,Editorial Introduction: Pathways of Performativity in Contemporary Art of Southeast Asia,,2022,journal article,Southeast of Now: Directions in Contemporary and Modern Art in Asia,24250147; 24249947,National University of Singapore Press,,Eva Bentcheva; Annie Jael Kwan; Roger Nelson,"In many Southeast Asian languages, as in English, the terms used in discussions of modern art-such as ngh s, a Vietnamese word for ""artist"", or silpa, a Khmer word for ""art""-can refer both to visual arts such as painting and sculpture, and also to performing arts such as dance, music and sculpture. Moreover, the terms used when discussing contemporary art-such as khit pyaing, a Burmese word for ""contemporary"", or seni kontemporari and seni kontemporer, Malay and Indonesian words for ""contemporary art""-often connote artists' embracing of ""alternative idioms"" including performance art. Built into the very words used to discuss art in the region are the conditions of possibility for slippery, inter-animating and transmedial exchanges between visuality and performativity.",6,1,3,9,Performativity; Southeast asia; Sociology; Aesthetics; History; Geography; Art; Gender studies; Ethnology,,,,,https://muse.jhu.edu/pub/43/article/851952 https://doi.org/10.1353/sen.2022.0000,http://dx.doi.org/10.1353/sen.2022.0000,,10.1353/sen.2022.0000,,,0,,1,true,cc-by-nc,gold
085-259-690-818-818,Ephemerality in contemporary art,,1999,dissertation,,,,,Zeynep Zeren Göktan,"Ankara : Department of Fine Arts and Institute of Economics and Social Sciences, Bilkent Univ., 1999.",,,,,Art; Visual arts; Installation art; Ephemerality; Site specificity; Fine art; Contemporary art,,,,,http://repository.bilkent.edu.tr/handle/11693/18134,http://repository.bilkent.edu.tr/handle/11693/18134,,,2784960271,,0,,0,false,,
085-309-229-973-230,"Another Country: Saint John's Art Center, Collegeville, Minnesota",2018-03-12,2018,,,,,,Graham Fagen,,,,,,Art; Center (algebra and category theory); SAINT; Art history,,,,,https://discovery.dundee.ac.uk/en/publications/another-country-saint-johns-art-center-collegeville-minnesota,https://discovery.dundee.ac.uk/en/publications/another-country-saint-johns-art-center-collegeville-minnesota,,,2972159999,,0,,0,false,,
085-327-276-173-657,Contemporary Art:Declining Abstract Image and the Development,,2012,journal article,Journal of Huaihua University,,,,Liang Qiu-qi,"Flood of formalism of Abstract art is not the mainstream of contemporary art.Images are the basic expression of emotion of both Eastern and Western culture and are the best form of emotional symbols in the visual arts.With the visual extension of the contemporary art,image expression is back again and again,and the image should be the schema genes of Chinese contemporary art.",,,,,Visual arts; Schema (psychology); Mainstream; Abstract art; Western culture; Contemporary art; History,,,,,http://en.cnki.com.cn/Article_en/CJFDTOTAL-HUAI201206024.htm,http://en.cnki.com.cn/Article_en/CJFDTOTAL-HUAI201206024.htm,,,2360117921,,0,,0,false,,
085-384-995-183-852,‘History Painting’ : Contemporary Korean Art and the Korean War,2020-12-31,2020,journal article,Journal of Korean Modern & Contemporary Art History,19766467; 27139255,Association of Korean Modern and Contemporary Art History,,Morley Simon,,40,,123,143,Art; Painting; Art history,,,,,http://dx.doi.org/10.46834/jkmcah.2020.12.40.145,http://dx.doi.org/10.46834/jkmcah.2020.12.40.123,,10.46834/jkmcah.2020.12.40.123,3120523271,,0,,0,false,,
085-521-409-689-200,"Contemporary Art, eventually",2022-06-16,2022,journal article,Academia Letters,27719359,Academia.edu,,Gustavo Luna,"Proceedings of the May 2001 meeting of the 35th annual meeting of Heidegger Circle at Fordham University, Lincoln Center. Secretary Convenor: Babette Babich",,,,,Art,,,,,,http://dx.doi.org/10.20935/al1494,,10.20935/al1494,,,0,,0,false,,
085-727-807-992-735,Defining Museums of Contemporary Art: the Phenomenon of Their Popularity in Recent Decades,,2015,journal article,The Actual Problems of History and Theory of Art,,,,Natalia Shalina,"The aim of this research is to understand what a museum of contemporary art is and what makes it different from other art museums. This research is an attempt to outline characteristic features of museums of contemporary art, which way they are understood by their visitors, and to reveal some positive and negative aspects from the position of visitors. The methodology used to achieve this goal was based on a survey, in which respondents were questioned about their interest towards contemporary art and their experience of visiting museums of contemporary art (geographical frames of the research included countries of EU and Latin America, Russia, USA and Japan). According to the results, people tended to stress three main features that distinguished museums of contemporary art from other museums. These features included contemporary art and its interpretation in museum space, interactive approach to learning and architecture of museum buildings. Every aspect was explored more in depth. Tight connection between high level of popularity of museums of contemporary art and the development of tourist industry through the two last decades was revealed. This correlation between cultural and economic spheres allows looking at museums of contemporary art at the angle of economic changes in society, and forms a basis for a further research.",5,,815,828,Architecture; Visual arts; Museum architecture; Popularity; Phenomenon; Interpretation (philosophy); Anthropology of art; Art methodology; Contemporary art; History,,,,,http://actual-art.org/files/sb/05/93-Shalina.pdf https://actual-art.spbu.ru/en/publications/archive/vol-5/art-of-the-20th-21st-centuries-faces-of-classical-antiquity-in-the-labyrinth-of-modernity/10384.html,https://actual-art.spbu.ru/en/publications/archive/vol-5/art-of-the-20th-21st-centuries-faces-of-classical-antiquity-in-the-labyrinth-of-modernity/10384.html,,,2312059893,,0,002-307-352-523-040; 024-339-248-835-25X; 069-151-952-161-349; 075-229-323-482-638; 090-017-118-713-504; 134-336-027-772-210; 166-840-821-098-415; 184-325-199-080-19X,0,false,,
086-109-405-772-551,Currents of world-making in contemporary art,,2011,journal article,World Art,21500894; 21500908,Informa UK Limited,,Terry K. Smith,"Contemporary art issues from a new sense of what constitutes ‘the world,’ and from a radically expanded sense of what constitutes ‘art.’ It is distinct in these ways from art produced in any earlier period, including modernity. A limited number of specific worlds are contemporaneous with each other in contemporary life, and in contemporary art. This article offers some methodological ideas as to how we might understand the relationships between these worlds from an art historical perspective: as a worldwide but regionally varied shift from modern to contemporary art that has configured, at present, into three contemporaneous currents.",1,2,171,188,Aesthetics; Art; Perspective (graphical); Modernity; Period (music); Contemporary life; Art history; Anthropology of art; Art methodology; Contemporary art,,,,,https://www.tandfonline.com/doi/full/10.1080/21500894.2011.602712 https://www.tandfonline.com/doi/pdf/10.1080/21500894.2011.602712,http://dx.doi.org/10.1080/21500894.2011.602712,,10.1080/21500894.2011.602712,1987511139,,0,023-452-978-934-143; 025-826-593-517-433; 027-930-087-286-786; 029-147-439-990-59X; 051-014-063-261-601; 059-368-559-525-585; 065-536-102-580-282; 066-955-354-380-263; 079-297-077-457-946; 084-154-567-859-078; 085-154-000-125-096; 090-751-373-633-970; 095-040-785-992-962; 114-974-459-176-624; 122-794-924-176-817; 123-771-613-754-944; 134-240-673-775-516; 162-262-008-319-062; 164-018-603-185-386,34,false,,
086-233-167-248-305,Korean Contemporary Art,2012-03-20,2012,book,,,,,Miki Wick Kim,"The works of today's Korean artists are rarely found between the pages of any general art book, yet they have become a major force in the global art world. Korea is rich with internationally renowned painters, photographers, and multi-media artists. This book features Korea's most talented and prolific artists and their works, from the powerful and grand-scale installations of Do Ho Suh and the eye-popping sculptures of Choi Jeong-Hwa to the minimalist performance of Kimsooja, and the intellectually challenging videos and sculptures of Michael Joo. The artists' diverse bodies of work often deal with issues relating to tradition, politics, society, alienation, identity, and popular culture. This generously illustrated and engagingly written volume offers a concise introduction to the world of contemporary Korean art.",,,,,Literature; Art; Visual arts; Alienation; Painting; Identity (social science); Art world; Sculpture; Contemporary art; Politics; Popular culture,,,,,https://openlibrary.org/books/OL25369416M/Korean_contemporary_art https://www.amazon.com/Korean-Contemporary-Art-Miki-Wick/dp/3791351575 http://ci.nii.ac.jp/ncid/BB10091193,https://openlibrary.org/books/OL25369416M/Korean_contemporary_art,,,581507757,,0,,3,false,,
086-691-491-824-392,Spirituality and Contemporary Art,2016-08-31,2016,book chapter,Oxford Research Encyclopedia of Religion,,Oxford University Press,,Rina Arya,"<p>The artworks under discussion detail the scope and breadth of art that can be described as spiritual by virtue of its revelatory, revitalizing and contemplative capacities. Rather than interrogating the relationship between art and religion, more pertinent questions in the contemporary age are: What is the nature of the dialogue between art and spirituality, how do the two come together, and what form does the meeting take? The range of multimedia brings novel forms of encounter that occur outside the gallery and other spaces and involve audio-visual and other means of articulating the spiritual. These new forms make different demands on viewers; they create greater intimacy (often through immersion), both physically and psychologically, and one of the consequences of having greater intimacy can be a heightened awareness that increases presentness and a sense of embodiment. What we learn is that there are potentially as many interpretations of spirituality as there are viewers.</p>",,,,,Art; Visual arts; Spirituality; Art history; Contemporary art; New media,,,,,https://oxfordre.com/view/10.1093/acrefore/9780199340378.001.0001/acrefore-9780199340378-e-209 https://pure.hud.ac.uk/en/publications/spirituality-and-contemporary-art https://oxfordre.com/religion/view/10.1093/acrefore/9780199340378.001.0001/acrefore-9780199340378-e-209 https://religion.oxfordre.com/view/10.1093/acrefore/9780199340378.001.0001/acrefore-9780199340378-e-209 https://wlv.openrepository.com/handle/2436/620251 https://core.ac.uk/display/77012142,http://dx.doi.org/10.1093/acrefore/9780199340378.013.209,,10.1093/acrefore/9780199340378.013.209,2555641477,,0,,2,true,,green
087-072-030-797-890,Contemporary Art in Africa,,1972,journal article,Leonardo,0024094x,JSTOR,United Kingdom,Romare Bearden; Carl Holty; Ulli Beier,,5,2,176,,,,,,,,http://dx.doi.org/10.2307/1572562,,10.2307/1572562,,,0,,0,false,,
087-203-954-739-110,"Terry Smith (Ed.), Contemporary Art & Philanthropy: Public Spaces/Private Funding: Foundations for Contemporary Art, Sherman Contemporary Art Foundation, UNSW Press, 2007, 104 pp., Hardcover, AUD$24.95",,2008,journal article,Voluntas: International Journal of Voluntary and Nonprofit Organizations,09578765; 15737888,Cambridge University Press (CUP),United States,Steve van Eck,"Terry Smith (Ed.), Contemporary Art &amp; Philanthropy: Public Spaces/Private Funding: Foundations for Contemporary Art, Sherman Contemporary Art Foundation, UNSW Press, 2007, 104 pp., Hardcover, AUD$24.95 - Volume 19 Issue 3",19,3,322,324,Contemporary art; Contemporary society; Art history; Contemporary history; Art; Public art; Contemporary theory; Modern art; Anthropology of art; Art world; History of art,,,,,,http://dx.doi.org/10.1017/s0957876508023735,,10.1017/s0957876508023735,,,0,,0,false,,
087-207-284-784-139,Ages of Wonder: Scotland's Art 1540 to Now,2017-04-11,2017,,,,,,Calum Colvin,,,,,,Art; Wonder; Art history,,,,,https://discovery.dundee.ac.uk/en/publications/ages-of-wonder-scotlands-art-1540-to-now,https://discovery.dundee.ac.uk/en/publications/ages-of-wonder-scotlands-art-1540-to-now,,,2958812016,,0,,0,false,,
087-323-987-219-687,"Confluence: Tradition in Contemporary Art, George Segal Gallery, Montclair State University, New Jersey, USA",,2019,,,,,,Philip Braham,,,,,,Art; State (polity); GEORGE (programming language); Art history; Confluence; Contemporary art,,,,,https://discovery.dundee.ac.uk/en/publications/confluence-tradition-in-contemporary-art-george-segal-gallery-mon-2,https://discovery.dundee.ac.uk/en/publications/confluence-tradition-in-contemporary-art-george-segal-gallery-mon-2,,,3132951220,,0,,0,false,,
087-379-082-110-065,Contemporary Art in China or Robert Kusmirowski Chinese Contemporary Art,,2007,,,,,,Andrea Bellini,,40,252,90,93,Art; China; Art history; Contemporary art,,,,,https://dialnet.unirioja.es/servlet/articulo?codigo=5753935,https://dialnet.unirioja.es/servlet/articulo?codigo=5753935,,,2580949289,,0,,0,false,,
087-393-112-276-009,"Presentism, Public History and Contemporary Russian Art",2020-09-28,2020,journal article,KnE Social Sciences,2518668x,Knowledge E DMCC,,Galina Yankovskaya,"The article examines typical features of images and themes of the past as they appear in contemporary Russian art, within the context of the presentist regime of historicism and as a part of public history. This research focuses on the works by Mikhail Pavlyukevich and Olga Subbotina, as well as Chaim Sokol, all of them the artists for whom image of the present is determined by the experience of the past as an incomplete process. The analysis focuses on the factors that ground this important place that the past occupies within the space of contemporary art practices. The article explores intersections between history in public space and contemporary art. The author argues that the development of public history rooted in participatory culture, as well as de-monopolisation of expert knowledge and non-academic languages constituting the discourse on the past, shares similarities with many characteristics of contemporary art practices. In these practices the public actively participates in the artistic processes, an artist loses their status as a demiurge, while site-specific character of artistic projects necessarily rests upon the exlporation of the history of place and the immersion in memory. A palimpsest, in which inseparable interpenetrating layers of the past appear through one another, becomes a metaphor both of public history and of one of the trends in contemporary art.; Keywords: presentism, public history, contemporary art, Mikhail Pavlyukevich, Olga Subbotina, Chaim Sokol",,,353–360,353–360,Aesthetics; Presentism; Public history; Demiurge; Metaphor; Participatory culture; Public space; Historicism; Contemporary art; History,presentism; public history; contemporary art; Mikhail Pavlyukevich; Olga Subbotina; Chaim Sokol,,,,https://knepublishing.com/index.php/KnE-Social/article/view/7730,http://dx.doi.org/10.18502/kss.v4i13.7730,,10.18502/kss.v4i13.7730,3091538069,,0,,1,true,,gold
087-569-068-855-420,Art and Text Collisions in Contemporary Chinese Art,2019-06-06,2019,dissertation,,,,,Rujia Xu,"Art and Text Collisions in Contemporary Chinese Art is a transdisciplinary practice-led mode of research. The aim of the research is to explore Contemporary Chinese Text Art which uses Chinese text as an artform that expresses artists’ thoughts and concerns about contemporaneity. Although Chinese Contemporary Art has flourished nationally and globally since the 1980s, there has not been an identifiable textualization process comparable to the textualization of art (the linguistic turn) in Western art since the 1960s. As the first significant mediating practice, the textualization of art carries important spatial meaning in the history of Western Art, while in modern China Text Art has had scarce visibility and, as such, has hitherto not been studied at length. ; ; Through three transnational curatorial projects and my own reflective art practices, the research constructed continuous space of exploration and reflection. There are three general research analytical themes in this thesis – (1) Contemporary Art and its contemporaneity, (2) Chinese Contemporary Art and its contemporaneity, and (3) Contemporary Text Art and its textuality. Based on the findings from these three general fields, three further fields emerged – (4) Contemporary Chinese Art and its contemporaneity, (5) Periodization of Chinese Contemporary Art, and (6) Contemporary Chinese Text Art.; ; In order to answer these aforesaid questions, a range of methodologies were utilised in this research. As well as reflective curatorial practice and art practice, philosophical inquiries, philological inquires, contextual inquires, comparative analysis and translation were deployed to study the distinct fields.; ; This research contributes towards a new understanding of Contemporary Art theories, 2 creative and innovative art practices by presenting original findings. Through an original reading of Osborne, Smith and Schwab’s theories of contemporaneity, I extend; their conceptualisation of contemporaneity, which sees it as an historical-universal unity. Through a series of art practices, I discovered the unique textuality of Chinese characters, explored the textuality and contemporaneity of VR Text Art, and interpreted Osborne’s theory by drawing upon Chinese philosophy.; ; Through contextual comparison and philosophical analysis, I clarified the distinction between Chinese Contemporary Art and Contemporary Chinese Art, which is predicated on their distinct philosophical perspectives. Moreover, I refined the distinction between Chinese Calligraphy, Chinese Modern Shu Xiang, and Contemporary Chinese Text Art, which constitute the three aspects of Shu – Six Shu,; pronunciation and rhymes, and Bi Fa. Furthermore, I put forward a new interpretation of Chinese Contemporary Art and its periodization, which frames it as the artistic reflection of the result of ideological struggles in the context of the Cold War and PostCold War periods. My new understanding of the contemporaneity of Contemporary Chinese Art is grounded in an historical-contextual perspective, which connects China’s current hegemonic ideology and values with Confucianism and its conception of governing.; ; The findings from this research addressed lacunae in extant research on Contemporary Chinese Text Art and proffers future avenues for theoretical and practical exploration. Ontologically speaking, Contemporary Chinese Text Art is a subcategory of Chinese Art, which uses Chinese Six Shu Text as art to express artists’ thoughts on contemporaneity. Consequently, the process of this research echoes the title of this thesis – Art and Text Collisions in Contemporary Chinese Art",,,,,Aesthetics; Chinese art; Philosophical analysis; Meaning (non-linguistic); Textuality; Chinese characters; Chinese philosophy; Calligraphy; Contemporary art; History,,,,,https://eprints.lincoln.ac.uk/id/eprint/36111/ https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.778400,https://eprints.lincoln.ac.uk/id/eprint/36111/,,,2974547728,,0,,0,false,,
087-655-462-872-991,Contemporary Native Art,1987-03-01,1987,journal article,American Studies,00263079,University of Kansas,United States,Stuart Levine,,28,1,93,99,,,,,,https://journals.ku.edu/amerstud/article/view/2519 https://journals.ku.edu/amerstud/article/download/2519/2478 https://kuscholarworks.ku.edu/handle/1808/9657,https://journals.ku.edu/amerstud/article/view/2519,,,2117982098,,0,,0,false,,
087-758-783-166-811,Participation in Contemporary Art,,2007,,,,,,Xavier Roux,"This presentation aims at providing a better understanding of the role, origin and evolution of participation in contemporary art with a specific focus on technology and participation. It will also provide an overview of participative art models developed in the last decade and the trend they created.",,,,,Political science; Presentation; Social science; Focus (computing); Engineering ethics; Contemporary art,,,,,https://www.shamurai.com/sites/creativity/papers/7.roux.pdf,https://www.shamurai.com/sites/creativity/papers/7.roux.pdf,,,2546790251,,0,001-137-869-000-992; 085-880-399-418-62X; 169-375-907-624-779,1,false,,
087-847-116-525-432,What is contemporary art,,2016,,,,,,Irina A. Hinkel,,,,,,German literature; Art; Art history; Contemporary art,,,,,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=18957&context=dissertations https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1955&context=open_access_theses https://docs.lib.purdue.edu/open_access_theses/971/,https://docs.lib.purdue.edu/open_access_theses/971/,,,2578189307,,0,,0,false,,
088-992-438-081-472,An Anthropology of Contemporary Art - Concepts of “Art World” and the Particularity of the Biennale of Dakar,,2017,book chapter,An Anthropology of Contemporary Art,,Bloomsbury Academic,,Thomas Fillitz,,,,87,101,Art world; Art history; History,,,,,http://dx.doi.org/10.5040/9781350016439.0014,http://dx.doi.org/10.5040/9781350016439.0014,,10.5040/9781350016439.0014,2915814606,,0,,1,false,,
089-584-397-668-384,On Being the Other in Post-Civil War Lebanon: Aid and the Politics of Art in Processes of Contemporary Cultural Production,,2010,,,,,,Hanan Toukan,"In an article entitled ""Why Does the Euro-Med Need to Support and Develop Contemporary Art and Exchange,""2 Mary Anne DeVlieg, secre tary general of the International Network for Contemporary Performing Arts, distinguishes between what she describes as the high-end Arab vi sual arts market recently discovered by Sotheby's (Contemporary Arab and Iranian Art Auction) and Christie's (International Modern and Contemporary Art Auction), and another kind of art, a less marketable one, one that asks questions and, according to DeVlieg, ""interrogates rath er than celebrates."" DeVlieg explains that not only have Swiss banks, art auction houses, wealthy art collectors, and galleries discovered this new market of Arab visual arts, but governments have as well. She then pro vides an example of a contemporary traveling art exhibition, Arab Artists in Italy and the Mediterranean, to ask: ""How is it that Egypt, a country",,,,,Visual arts; Performing arts; Political science; Public administration; Exhibition; Iranian art; Global politics; The arts; Spanish Civil War; Contemporary art; Politics,,,,,https://www.jstor.org/stable/27934080,https://www.jstor.org/stable/27934080,,,1850012607,,0,149-597-771-557-48X; 157-946-552-296-913,6,false,,
090-715-373-144-239,SMPTE Journal — Table of Contents,,1981,journal article,SMPTE Journal,00361682,Society of Motion Picture and Television Engineers (SMPTE),United States,Donald Breidt; Calvin Hotchkiss Chairmanlsoard; Jack Christensen; Managing Biderman; Pablo Weinschenk-Tabernero; Edi Tor; null 馍馍; Tion Pictures; Rae Hargrave;  Writer; Maryann Frusciante; Joyce Hurwitz; Jeffrey M. Friedman; Linda Lavalle Manager; Alex E. Alden; Albert Conte,,90,5,i,i,Table (database); Table of contents; Information retrieval; Computer graphics (images); Computer science; Multimedia; World Wide Web; Database,,,,,https://ieeexplore.ieee.org/ielx7/7227860/7241834/07241836.pdf https://doi.org/10.5594/j01459iia,http://dx.doi.org/10.5594/j01459iia,,10.5594/j01459iia,,,0,,0,true,,bronze
